AnnoS;AteneoCOD;AteneoNOME;ClasseNUMERO;CorsoNOME;SedeC;SedeP;Sesso;Lau
2021;3601;Modena e Reggio Emilia;LM-16;Analisi, Consulenza e Gestione Finanziaria;MODENA;36;M;29
2021;3601;Modena e Reggio Emilia;LM-09;Biotecnologie Mediche;MODENA;36;F;29
2021;3401;Parma;LM-23;Ingegneria Civile;PARMA;34;M;29
2021;4801;Firenze;LM-12;Design Sistema Moda;FIRENZE;48;F;29
2021;4801;Firenze;L-37;Sviluppo Economico, Cooperazione Internazionale Socio- Sanitaria e Gestione dei Conflitti;FIRENZE;48;M;29
2021;5001;Pisa;L-22;Scienze Motorie;PISA;50;F;29
2021;4201;Marche;LM-31;Ingegneria Gestionale;FERMO;109;M;29
2021;3801;Ferrara;LM-08;Biotecnologie per l'Ambiente e la Salute (Bas);FERRARA;38;F;29
2021;4801;Firenze;L-02;Biotecnologie;FIRENZE;48;M;29
2021;4302;Camerino;LM-13;Chimica e Tecnologia Farmaceutiche;CAMERINO;43;F;29
2021;6001;Cassino;LM-67;Scienze e Tecniche delle Attivita' Motorie Preventive e Adattate;CASSINO;60;F;29
2021;6001;Cassino;L-33;Economia e Commercio;CASSINO;60;F;29
2021;5807;Roma Tre;LM-52;Relazioni Internazionali;ROMA;58;M;29
2021;5807;Roma Tre;L-14;Scienze dei Servizi Giuridici;ROMA;58;F;29
2021;5802;Roma Tor Vergata;L-08;Ingegneria Elettronica;ROMA;58;M;29
2021;5801;Roma La Sapienza;LM-54;Chimica;ROMA;58;F;29
2021;5801;Roma La Sapienza;LM-77;Management delle Tecnologie, Innovazione e Sostenibilita';ROMA;58;M;29
2021;5802;Roma Tor Vergata;LM/SNT2;Scienze Riabilitative delle Professioni Sanitarie;ROMA;58;F;29
2021;5801;Roma La Sapienza;LM-13;Chimica e Tecnologia Farmaceutiche;ROMA;58;M;29
2021;5801;Roma La Sapienza;L-09;Ingegneria Meccanica;ROMA;58;F;29
2021;5801;Roma La Sapienza;L-09;Ingegneria Energetica;ROMA;58;F;29
2021;5601;Tuscia;LM-37;Lingue e Culture per la Comunicazione Internazionale;VITERBO;56;F;29
2021;5801;Roma La Sapienza;L-01;Studi Storico-Artistici;ROMA;58;M;29
2021;5001;Pisa;LM-89;Storia e Forme delle Arti Visive, dello Spettacolo e dei Nuovi Media;PISA;50;F;29
2021;5401;Perugia;L-27;Chimica;PERUGIA;54;F;29
2021;5401;Perugia;LM-14;Italianistica e Storia Europea;PERUGIA;54;F;29
2020;6301;Napoli Federico II;L-10;Lettere Classiche;NAPOLI;63;M;29
2020;6301;Napoli Federico II;L-30;Corso di Laurea in Fisica;NAPOLI;63;F;29
2020;5807;Roma Tre;L-36;Scienze Politiche per la Cooperazione e Lo Sviluppo;ROMA;58;F;29
2020;5810;Roma Marconi - telematica;L-36;Scienze Politiche e delle Relazioni Internazionali;ROMA;58;F;29
2020;6201;Sannio;L-08;Ingegneria Informatica;BENEVENTO;62;M;29
2020;5817;Roma Link Campus;LM-77;Business Management - Gestione Aziendale;ROMA;58;M;29
2020;7001;Molise;LMG/01;Giurisprudenza;CAMPOBASSO;70;M;29
2020;7101;Foggia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);FOGGIA;71;M;29
2020;6601;L'Aquila;LM-77;Amministrazione, Economia e Finanza;L'AQUILA;66;M;29
2020;6304;Napoli Benincasa;LM-59;Comunicazione Pubblica e d'Impresa;NAPOLI;63;F;29
2020;6303;Napoli L'Orientale;L-11;Lingue e Culture Orientali e Africane;NAPOLI;63;M;29
2020;6306;Napoli Vanvitelli;LM-46;Odontoiatria e Protesi Dentaria;NAPOLI;63;F;29
2020;7801;Calabria;L-29;Informazione Scientifica del Farmaco e dei Prodotti per la Salute;RENDE;78;F;29
2020;7801;Calabria;L-10;Lettere e Beni Culturali;RENDE;78;M;29
2020;7901;Catanzaro;L-08;Ingegneria Informatica e Biomedica;CATANZARO;79;M;29
2020;7201;Bari;LM-63;Scienze delle Amministrazioni;BARI;72;F;29
2020;7201;Bari;LM-42;Medicina Veterinaria;VALENZANO;72;F;29
2020;9201;Cagliari;LM-85;Scienze Pedagogiche e dei Servizi Educativi;CAGLIARI;92;F;29
2021;101;Torino;L-16;Scienze dell'Amministrazione e Consulenza del Lavoro;TORINO;1;F;29
2020;9201;Cagliari;L-08;Ingegneria Biomedica;CAGLIARI;92;F;29
2020;9001;Sassari;L-25;Scienze e Tecnologie Agrarie;SASSARI;90;M;29
2021;101;Torino;L-42;Storia;TORINO;1;F;29
2021;201;Piemonte Orientale;LM-13;Chimica e Tecnologia Farmaceutiche;NOVARA;3;M;29
2021;102;Torino Politecnico;LM-53;Ingegneria dei Materiali;TORINO;1;F;29
2021;1501;Milano;L-26;Scienze e Tecnologie della Ristorazione;MILANO;15;M;29
2021;1501;Milano;L-38;Allevamento e Benessere Animale;LODI;98;F;29
2021;1502;Milano Politecnico;LM-12;Interior And Spatial Design;MILANO;15;M;29
2021;1502;Milano Politecnico;L-23;Ingegneria Edile e delle Costruzioni;MILANO;15;M;29
2021;1502;Milano Politecnico;L-21;Urbanistica: Città Ambiente Paesaggio;MILANO;15;F;29
2021;1502;Milano Politecnico;LM-33;Mechanical Engineering - Ingegneria Meccanica;LECCO;97;M;29
2021;1502;Milano Politecnico;LM-33;Mechanical Engineering - Ingegneria Meccanica;MILANO;15;F;29
2021;1001;Genova;LM-77;Management;GENOVA;10;M;29
2021;1201;Castellanza LIUC;L-09;Ingegneria Gestionale;CASTELLANZA;12;F;29
2021;1001;Genova;LM-32;Ingegneria Informatica;GENOVA;10;M;29
2021;1509;Milano Bicocca;LM-75;Scienze e Tecnologie per l'Ambiente e il Territorio;MILANO;15;M;29
2021;1508;Milano San Raffaele;LM-78;Filosofia del Mondo Contemporaneo;MILANO;15;M;29
2021;2201;Trento;L-08;Ingegneria dell'Informazione e Organizzazione d'Impresa;TRENTO;22;M;29
2021;2201;Trento;LM-55;Cognitive Science - Scienze Cognitive;ROVERETO;22;F;29
2021;2201;Trento;LM-89;Arte;TRENTO;22;F;29
2021;2801;Padova;LM-13;Chimica e Tecnologia Farmaceutiche;PADOVA;28;M;29
2021;2801;Padova;LM-74;Geologia e Geologia Tecnica;PADOVA;28;M;29
2021;3201;Trieste;L-39;Servizio Sociale;TRIESTE;32;F;29
2021;3201;Trieste;LM-34;Ingegneria Navale;TRIESTE;32;M;29
2021;2701;Venezia Cà Foscari;L-18;Digital Management;RONCADE;26;F;29
2021;2701;Venezia Cà Foscari;L-05;Filosofia;VENEZIA;27;F;28
2021;2301;Verona;LM-87;Servizio Sociale in Ambiti Complessi;VERONA;23;F;28
2021;2701;Venezia Cà Foscari;LM-52;Relazioni Internazionali Comparate;VENEZIA;27;M;28
2021;2801;Padova;L-32;Scienze Naturali;PADOVA;28;M;28
2021;2801;Padova;L-24;Scienze Psicologiche dello Sviluppo, della Personalità e delle Relazioni Interpersonali;PADOVA;28;M;28
2021;3201;Trieste;L-12;Comunicazione Interlinguistica Applicata;TRIESTE;32;M;28
2021;3001;Udine;L-22;Scienze Motorie;GEMONA DEL FRIULI;30;F;28
2021;2801;Padova;LM-51;Psicologia Clinico-Dinamica;PADOVA;28;M;28
2021;2801;Padova;LM-91;Data Science;PADOVA;28;M;28
2021;2801;Padova;LM-88;Culture, Formazione e Societa' Globale;PADOVA;28;F;28
2021;2201;Trento;LM-52;European And International Studies;TRENTO;22;F;28
2021;2201;Trento;L-02;Scienze e Tecnologie Biomolecolari;TRENTO;22;M;28
2021;1701;Brescia;LM-31;Ingegneria Gestionale;BRESCIA;17;F;28
2021;1701;Brescia;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);CREMONA;19;M;28
2021;1801;Pavia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);VIGEVANO;18;F;28
2021;1509;Milano Bicocca;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);LECCO;97;F;28
2021;1509;Milano Bicocca;L-20;Scienze Psicosociali della Comunicazione;MILANO;15;M;28
2021;1510;Rozzano (MI) Humanitas University;LM-41;Medicina e Chirurgia;ROZZANO;15;M;28
2021;1508;Milano San Raffaele;L/SNT3;Igiene Dentale (Abilitante alla Professione Sanitaria di Igienista Dentale);MILANO;15;F;28
2021;1504;Milano Cattolica;LM-88;Gestione del Lavoro e Comunicazione per le Organizzazioni;MILANO;15;M;28
2021;1504;Milano Cattolica;L-05;Filosofia;MILANO;15;M;28
2021;1504;Milano Cattolica;LM-50;Progettazione Pedagogica e Formazione delle Risorse Umane;BRESCIA;17;F;28
2021;1201;Castellanza LIUC;LM-31;Ingegneria Gestionale per la Produzione Industriale;CASTELLANZA;12;M;28
2021;1301;Novedrate e-Campus - telematica;L-08;Ingegneria Informatica e dell'Automazione;NOVEDRATE;13;F;28
2021;1202;Insubria;LM-92;Scienze e Tecniche della Comunicazione;VARESE;12;F;28
2021;1501;Milano;L-29;Scienze e Sicurezza Chimico-Tossicologiche dell'Ambiente;MILANO;15;F;28
2021;1501;Milano;LM-06;Biodiversità ed Evoluzione Biologica;MILANO;15;F;28
2021;1501;Milano;LM-77;Management Of Innovation And Entrepreneurship - Management dell'Innovazione e Imprenditorialità;MILANO;15;M;28
2021;1502;Milano Politecnico;L-07;Ingegneria Civile;MILANO;15;F;28
2021;1501;Milano;LM-71;Industrial Chemistry;MILANO;15;M;28
2021;1501;Milano;LM-63;Amministrazioni e Politiche Pubbliche;MILANO;15;M;28
2021;201;Piemonte Orientale;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);NOVARA;3;F;28
2021;102;Torino Politecnico;LM-44;Ingegneria Matematica;TORINO;1;F;28
2021;102;Torino Politecnico;LM-48;Pianificazione Territoriale, Urbanistica e Paesaggistico-Ambientale;TORINO;1;F;28
2021;101;Torino;LM-40;Matematica;TORINO;1;F;28
2021;101;Torino;LM-40;Matematica;TORINO;1;M;28
2020;9001;Sassari;L-17;Scienze dell'Architettura e del Progetto;ALGHERO;90;M;28
2021;101;Torino;L-11;Lingue e Letterature Moderne;TORINO;1;M;28
2020;9201;Cagliari;LM-37;Lingue e Letterature Moderne Europee e Americane;CAGLIARI;92;F;28
2020;9201;Cagliari;LM-63;Scienze dell'Amministrazione;CAGLIARI;92;F;28
2020;7201;Bari;LM-77;Consulenza Professionale per le Aziende;BARI;72;M;28
2020;7501;Salento;L-07;Ingegneria Civile;LECCE;75;M;28
2020;7202;Bari Politecnico;LM-33;Ingegneria Meccanica;BARI;72;F;28
2020;7202;Bari Politecnico;L-08;Ingegneria dei Sistemi Medicali;BARI;72;M;28
2020;7201;Bari;L-26;Scienze e Tecnologie Alimentari;BARI;72;M;28
2020;7201;Bari;L-05;Filosofia;BARI;72;M;28
2020;7801;Calabria;L-09;Ingegneria Gestionale;RENDE;78;M;28
2020;7601;Basilicata;LM-13;Farmacia;POTENZA;76;F;28
2020;8201;Palermo;LM-15;Scienze dell'Antichità;PALERMO;82;F;28
2020;8201;Palermo;LM-56;Scienze Economiche e Finanziarie;PALERMO;82;F;28
2020;8301;Messina;LM-87;Servizio Sociale, Politiche Sociali e Studi Sociologici e Ricerca Sociale;MESSINA;83;F;28
2020;8701;Catania;LM-63;Scienze delle Pubbliche Amministrazioni;CATANIA;87;F;28
2020;8701;Catania;LM-37;Lingue e Culture Europee ed Extraeuropee;RAGUSA;88;F;28
2020;6306;Napoli Vanvitelli;LM-32;Ingegneria Informatica;AVERSA;61;M;28
2020;6501;Salerno;L-16;Scienze dell'Amministrazione e dell'Organizzazione;FISCIANO;65;M;28
2020;6304;Napoli Benincasa;L-18;Economia Aziendale e Green Economy;NAPOLI;63;M;28
2020;6601;L'Aquila;LM/SNT1;Scienze Infermieristiche e Ostetriche;L'AQUILA;66;F;28
2020;7101;Foggia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);BARLETTA;110;M;28
2020;6901;Chieti e Pescara;LM-67;Scienze e Tecniche delle Attività Motorie Preventive e Adattate;CHIETI;69;M;28
2020;7001;Molise;L-18;Economia Aziendale;CAMPOBASSO;70;F;28
2020;6901;Chieti e Pescara;LM-14;Filologia, Linguistica e Tradizioni Letterarie;CHIETI;69;F;28
2020;6001;Cassino;L-33;Economia e Commercio;CASSINO;60;M;28
2020;5813;Roma UNINETTUNO - telematica;LM-51;Processi Cognitivi e Tecnologie;ROMA;58;F;28
2020;5811;Roma UNITELMA - telematica;L-16;Scienze dell'Amministrazione e della Sicurezza;ROMA;58;F;28
2020;5809;Roma UNINT;LM-52;Investigazione, Criminalita' e Sicurezza Internazionale;ROMA;58;M;28
2020;5807;Roma Tre;LM-14;Italianistica;ROMA;58;F;28
2020;5807;Roma Tre;L-01;Archeologia e Storia dell'Arte;ROMA;58;F;28
2020;6301;Napoli Federico II;LM-40;Corso di Laurea Magistrale in Matematica;NAPOLI;63;F;28
2020;6301;Napoli Federico II;LM-84;Scienze Storiche;NAPOLI;63;M;28
2020;6301;Napoli Federico II;L-23;Ingegneria Edile;NAPOLI;63;M;28
2020;6202;Benevento Giustino Fortunato - telematica;LM-77;Economia Aziendale;BENEVENTO;62;F;28
2020;6301;Napoli Federico II;L/SNT1;Ostetricia (Abilitante alla Professione Sanitaria di Ostetrica/o);NAPOLI;63;F;28
2021;5401;Perugia;L-24;Filosofia e Scienze e Tecniche Psicologiche;PERUGIA;54;M;28
2021;5001;Pisa;LM-59;Comunicazione d'Impresa e Politica delle Risorse Umane;PISA;50;F;28
2021;5001;Pisa;LM-77;Marketing e Ricerche di Mercato;PISA;50;F;28
2021;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);GAETA;59;F;28
2021;5801;Roma La Sapienza;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);LATINA;59;M;28
2021;5801;Roma La Sapienza;LM-01;Discipline Etno-Antropologiche;ROMA;58;F;28
2021;5801;Roma La Sapienza;LM-25;Control Engineering;ROMA;58;M;28
2021;5801;Roma La Sapienza;LM-28;Ingegneria Elettrotecnica;ROMA;58;M;28
2021;5802;Roma Tor Vergata;LM-77;Business Administration-Gestione d'Impresa;ROMA;58;M;28
2021;5801;Roma La Sapienza;LM-77;Economics And Communication For Management And Innovation;ROMA;58;M;28
2021;5801;Roma La Sapienza;LM-71;Chimica Industriale;ROMA;58;F;28
2021;5801;Roma La Sapienza;LM-63;Scienze delle Amministrazioni e delle Politiche Pubbliche;ROMA;58;M;28
2021;5807;Roma Tre;LM-23;Ingegneria delle Infrastrutture Viarie e Trasporti;ROMA;58;M;28
2021;6001;Cassino;L-18;Economia Aziendale;CASSINO;60;M;28
2021;4302;Camerino;LMG/01;Giurisprudenza;CAMERINO;43;F;28
2021;4301;Macerata;LM-89;Management dei Beni Culturali;MACERATA;43;F;28
2021;4101;Urbino;L-29;Scienza della Nutrizione;URBINO;41;M;28
2021;5001;Pisa;L-18;Economia e Legislazione dei Sistemi Logistici;LIVORNO;49;F;28
2021;5001;Pisa;L-09;Ingegneria Chimica;PISA;50;F;28
2021;4801;Firenze;L-14;Scienze dei Servizi Giuridici;FIRENZE;48;F;28
2021;4801;Firenze;L-25;Scienze Forestali e Ambientali;FIRENZE;48;M;28
2021;4801;Firenze;LM-23;Ingegneria Civile;FIRENZE;48;M;28
2021;4801;Firenze;LM-77;Accounting e Libera Professione;FIRENZE;48;F;28
2021;3401;Parma;LM-06;Scienze Biomolecolari, Genomiche e Cellulari;PARMA;34;F;28
2021;3601;Modena e Reggio Emilia;LM-06;Biologia Sperimentale e Applicata;MODENA;36;F;28
2021;3601;Modena e Reggio Emilia;LM-77;Economia e Diritto per le Imprese e le Pubbliche Amministrazioni;REGGIO NELL'EMILIA;35;F;28
2021;3601;Modena e Reggio Emilia;LM-77;International Management - Management Internazionale;MODENA;36;M;28
2021;3701;Bologna;LM-12;Advanced Design;BOLOGNA;37;M;28
2021;3701;Bologna;LM-35;Ingegneria per l'Ambiente e il Territorio;BOLOGNA;37;F;28
2021;3701;Bologna;LM-56;Tourism Economics And Management / Economia e Management del Turismo;RIMINI;99;F;28
2021;3701;Bologna;LM-54;Advanced Cosmetic Sciences;RIMINI;99;F;28
2021;3801;Ferrara;L-07;Ingegneria Civile e Ambientale;FERRARA;38;M;28
2021;3801;Ferrara;L-30;Fisica;FERRARA;38;M;28
2021;3701;Bologna;LM-82;Statistical Sciences;BOLOGNA;37;M;28
2021;7001;Molise;LM-41;Medicina e Chirurgia;CAMPOBASSO;70;F;28
2021;6701;Teramo;LM-63;Scienze delle Amministrazioni;TERAMO;67;F;28
2021;6901;Chieti e Pescara;L-12;Mediazione Linguistica e Comunicazione Interculturale;PESCARA;68;M;28
2021;6901;Chieti e Pescara;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);CHIETI;69;M;28
2021;6601;L'Aquila;LM-77;Amministrazione, Economia e Finanza;L'AQUILA;66;F;28
2021;7201;Bari;LMG/01;Giurisprudenza;TARANTO;73;M;28
2021;7201;Bari;LM-69;Medicina delle Piante;BARI;72;M;28
2021;7201;Bari;L-30;Fisica;BARI;72;M;28
2021;7201;Bari;LM-06;Scienze Biosanitarie;BARI;72;F;28
2021;7201;Bari;L-02;Biotecnologie Mediche e Farmaceutiche;BARI;72;F;28
2021;7201;Bari;L-22;Scienze delle Attività Motorie e Sportive;BARI;72;F;28
2021;6301;Napoli Federico II;LM-35;Ingegneria per l'Ambiente e il Territorio;NAPOLI;63;M;28
2021;6301;Napoli Federico II;LM-06;Corso di Laurea Magistrale in Biologia;NAPOLI;63;M;28
2021;6301;Napoli Federico II;L-23;Ingegneria Edile;NAPOLI;63;F;28
2021;6306;Napoli Vanvitelli;L-33;Economia e Commercio;CAPUA;61;F;28
2021;6304;Napoli Benincasa;L-18;Economia Aziendale e Green Economy;NAPOLI;63;F;28
2021;6501;Salerno;LM-89;Storia e Critica d'Arte;FISCIANO;65;F;28
2021;6501;Salerno;L-01;Beni Culturali e Discipline delle Arti e dello Spettacolo;FISCIANO;65;F;28
2021;6501;Salerno;L-09;Ingegneria Chimica;FISCIANO;65;M;28
2021;8301;Messina;L/SNT2;Fisioterapia (Abilitante alla Professione Sanitaria di Fisioterapista);MESSINA;83;F;28
2021;8601;Enna KORE;LM-38;Lingue per la Comunicazione Interculturale;ENNA;86;F;28
2021;7801;Calabria;LM-63;Scienze delle Pubbliche Amministrazioni;RENDE;78;M;28
2021;7801;Calabria;L-20;Comunicazione e Dams;RENDE;78;F;28
2021;9201;Cagliari;LM-23;Ingegneria Civile;CAGLIARI;92;M;28
2021;9201;Cagliari;LMG/01;Giurisprudenza;CAGLIARI;92;M;28
2021;8701;Catania;L-07;Ingegneria Civile e Ambientale;CATANIA;87;F;28
2021;8701;Catania;L-25;Scienze e Tecnologie Agrarie;CATANIA;87;F;28
2019;1501;Milano;LM-77;Management dell'Innovazione e Imprenditorialità;MILANO;15;F;28
2019;1502;Milano Politecnico;L-08;Ingegneria Matematica;MILANO;15;F;28
2019;1502;Milano Politecnico;L-07;Ingegneria Civile;MILANO;15;F;28
2019;1501;Milano;L-35;Matematica;MILANO;15;F;28
2019;1501;Milano;L-06;Scienze Umane dell'Ambiente, del Territorio e del Paesaggio;MILANO;15;F;28
2019;1202;Insubria;L-13;Scienze Biologiche;VARESE;12;F;28
2019;1301;Novedrate e-Campus - telematica;L-14;Servizi Giuridici per l'Impresa;NOVEDRATE;13;M;28
2019;1001;Genova;L-09;Ingegneria Nautica;LA SPEZIA;11;M;28
2019;1001;Genova;L-07;Ingegneria Civile e Ambientale;GENOVA;10;M;28
2019;1001;Genova;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);CHIAVARI;10;F;28
2019;102;Torino Politecnico;LM-44;Ingegneria Matematica;TORINO;1;M;28
2018;9001;Sassari;L-20;Scienze della Comunicazione;SASSARI;90;F;28
2018;9201;Cagliari;L-07;Ingegneria Civile;CAGLIARI;92;F;28
2018;9201;Cagliari;LM-50;Scienze Pedagogiche e dei Servizi Educativi;CAGLIARI;92;F;28
2019;2801;Padova;L-13;Biologia;PADOVA;28;M;28
2019;2801;Padova;L-11;Lingue, Letterature e Mediazione Culturale;PADOVA;28;F;28
2019;2801;Padova;L-32;Scienze e Tecnologie per l'Ambiente;PADOVA;28;M;28
2019;2701;Venezia Cà Foscari;LM-56;Global Development And Entrepreneurship;TREVISO;26;F;28
2019;2801;Padova;L-02;Biotecnologie;PADOVA;28;M;28
2019;2801;Padova;L/SNT3;Tecniche Audioprotesiche (Abilitante alla Professione Sanitaria di Audioprotesista);PADOVA;28;F;28
2019;2801;Padova;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);CONEGLIANO;26;F;28
2019;1801;Pavia;LM-04cu;Ingegneria Edile-Architettura;PAVIA;18;F;28
2019;2201;Trento;L-40;Sociologia;TRENTO;22;M;28
2019;2201;Trento;LM-37;Letterature Euroamericane, Traduzione e Critica Letteraria;TRENTO;22;F;28
2019;2201;Trento;LM-40;Matematica;TRENTO;22;F;28
2019;2701;Venezia Cà Foscari;L-27;Chimica e Tecnologie Sostenibili;VENEZIA;27;M;28
2019;2701;Venezia Cà Foscari;L-11;Lingue, Culture e Società dell'Asia e dell'Africa Mediterranea;VENEZIA;27;M;28
2019;2701;Venezia Cà Foscari;L-05;Filosofia;VENEZIA;27;F;28
2019;2301;Verona;LM-77;Direzione Aziendale;VICENZA;24;F;28
2019;2301;Verona;L-01;Beni Culturali;VERONA;23;M;28
2019;2201;Trento;LM-88;Gestione delle Organizzazioni e del Territorio;TRENTO;22;F;28
2019;1801;Pavia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);PAVIA;18;M;28
2019;1701;Brescia;L/SNT1;Infermieristica (Abilitante alla Professione Sanitaria di Infermiere);MANTOVA;20;F;28
2019;1701;Brescia;L/SNT2;Educazione Professionale (Abilitante alla Professione Sanitaria di Educatore Professionale);BRESCIA;17;F;28
2019;1601;Bergamo;LM-81;Diritti dell'Uomo ed Etica della Cooperazione Internazionale;BERGAMO;16;F;28
2019;1508;Milano San Raffaele;LM-09;Corso di Laurea Magistrale in Biotecnologie Mediche Molecolari e Cellulari;MILANO;15;F;28
2019;1504;Milano Cattolica;L-36;Scienze Politiche e delle Relazioni Internazionali;BRESCIA;17;F;28
2018;6301;Napoli Federico II;L-34;Scienze Geologiche;NAPOLI;63;M;28
2018;6301;Napoli Federico II;L-16;Scienze dell'Amministrazione e dell'Organizzazione;NAPOLI;63;M;28
2018;6301;Napoli Federico II;LM-04;Architettura (Progettazione Architettonica);NAPOLI;63;M;28
2018;6301;Napoli Federico II;LM-74;Corso di Laurea Magistrale in Geologia e Geologia Applicata;NAPOLI;63;M;28
2018;5812;Roma Europea;LM-51;Psicologia;ROMA;58;F;28
2018;5811;Roma UNITELMA - telematica;L-16;Scienze dell'Amministrazione e della Sicurezza;ROMA;58;M;28
2018;6001;Cassino;LM-33;Ingegneria Meccanica;CASSINO;60;M;28
2018;6301;Napoli Federico II;14/S;Corso di Laurea Specialistica in Farmacia;NAPOLI;63;F;28
2018;7101;Foggia;L-33;Economia;FOGGIA;71;M;28
2018;7101;Foggia;L-14;Consulente del Lavoro ed Esperto di Relazioni Industriali;FOGGIA;71;F;28
2018;6601;L'Aquila;LM-77;Amministrazione, Economia e Finanza;L'AQUILA;66;M;28
2018;6701;Teramo;L-15;Scienze del Turismo;TERAMO;67;F;28
2018;6306;Napoli Vanvitelli;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);NAPOLI;63;F;28
2018;6306;Napoli Vanvitelli;L-04;Design e Comunicazione;AVERSA;61;M;28
2018;6307;Napoli Pegaso - telematica;LM-26;Ingegneria della Sicurezza;NAPOLI;63;F;28
2018;6501;Salerno;L-35;Matematica;FISCIANO;65;F;28
2018;6501;Salerno;LM-13;Chimica e Tecnologia Farmaceutiche;FISCIANO;65;F;28
2018;7501;Salento;LM-33;Ingegneria Meccanica;LECCE;75;M;28
2018;7501;Salento;LM-94;Traduzione Tecnico-Scientifica e Interpretariato;LECCE;75;F;28
2018;7801;Calabria;L-03;Comunicazione e Dams;RENDE;78;F;28
2018;7801;Calabria;L-09;Ingegneria Gestionale;RENDE;78;F;28
2018;7801;Calabria;LM-32;Ingegneria Informatica;RENDE;78;M;28
2018;7901;Catanzaro;L/SNT2;Logopedia (Abilitante alla Professione Sanitaria di Logopedista);CATANZARO;79;F;28
2018;7201;Bari;LM-69;Medicina delle Piante;BARI;72;M;28
2018;8201;Palermo;L-07;Ingegneria per l'Ambiente ed il Territorio;PALERMO;82;M;28
2018;8201;Palermo;L-08;Ingegneria Gestionale e Informatica;PALERMO;82;M;28
2018;8201;Palermo;LM-77;Scienze Economico-Aziendali;PALERMO;82;M;28
2018;8201;Palermo;LM-04cu;Architettura;AGRIGENTO;84;M;28
2018;8201;Palermo;LM-32;Ingegneria Informatica;PALERMO;82;M;28
2018;8301;Messina;LM-87;Servizio Sociale, Politiche Sociali e Studi Sociologici e Ricerca Sociale;MESSINA;83;F;28
2018;8301;Messina;L-18;Management d'Impresa;MESSINA;83;M;28
2018;8701;Catania;L-30;Fisica;CATANIA;87;M;28
2018;8701;Catania;L-34;Scienze Geologiche;CATANIA;87;M;28
2018;3201;Trieste;L-02;Scienze e Tecnologie Biologiche;TRIESTE;32;F;28
2018;3001;Udine;L-17;Scienze dell'Architettura;UDINE;30;M;28
2018;3001;Udine;L-25;Scienze Agrarie;UDINE;30;M;28
2018;3001;Udine;L-25;Viticoltura ed Enologia;UDINE;30;F;28
2018;2701;Venezia Cà Foscari;L-39;Scienze della Societa e del Servizio Sociale;VENEZIA;27;F;28
2018;2301;Verona;LM-51;Formazione e Sviluppo delle Risorse Umane;VERONA;23;F;28
2018;2801;Padova;L-13;Biologia Molecolare;PADOVA;28;F;28
